A2M PROC
CACNA1S RASGRF2
CACNA1S RASGRP1
CACNA1S RASGRP2
CACNA1S RASGRP3
CACNA1S RASGRP4
CACNA2D1 RASGRF1
CACNA2D1 RASGRF2
CACNA2D1 RASGRP1
CACNA2D1 RASGRP2
CACNA2D1 RASGRP3
CACNA2D1 RASGRP4
CACNA2D2 RASGRF1
CACNA2D2 RASGRF2
CACNA2D2 RASGRP1
CACNA2D2 RASGRP2
CACNA2D2 RASGRP3
CACNA2D2 RASGRP4
CACNA2D3 RASGRF1
CACNA2D3 RASGRF2
CACNA2D3 RASGRP1
CACNA2D3 RASGRP2
CACNA2D3 RASGRP3
CACNA2D3 RASGRP4
CACNA2D4 RASGRF1
CACNA2D4 RASGRF2
CACNA2D4 RASGRP1
CACNA2D4 RASGRP2
CACNA2D4 RASGRP3
CACNA2D4 RASGRP4
CACNB1 RASGRF1
CACNB1 RASGRF2
CACNB1 RASGRP1
CACNB1 RASGRP2
CACNB1 RASGRP3
CACNB1 RASGRP4
CACNB2 RASGRF1
CACNB2 RASGRF2
CACNB2 RASGRP1
CACNB2 RASGRP2
CACNB2 RASGRP3
CACNB2 RASGRP4
CACNB3 RASGRF1
CACNB3 RASGRF2
CACNB3 RASGRP1
CACNB3 RASGRP2
CACNB3 RASGRP3
CACNB3 RASGRP4
CACNB4 RASGRF1
CACNB4 RASGRF2
CACNB4 RASGRP1
CACNB4 RASGRP2
CACNB4 RASGRP3
CACNB4 RASGRP4
CACNG1 RASGRF1
CACNG1 RASGRF2
CACNG1 RASGRP1
CACNG1 RASGRP2
CACNG1 RASGRP3
CACNG1 RASGRP4
CACNG2 RASGRF1
CACNG2 RASGRF2
CACNG2 RASGRP1
CACNG2 RASGRP2
CACNG2 RASGRP3
CACNG2 RASGRP4
CACNG3 RASGRF1
CACNG3 RASGRF2
CACNG3 RASGRP1
CACNG3 RASGRP2
CACNG3 RASGRP3
CACNG3 RASGRP4
CACNG4 RASGRF1
CACNG4 RASGRF2
CACNG4 RASGRP1
CACNG4 RASGRP2
CACNG4 RASGRP3
CACNG4 RASGRP4
CACNG5 RASGRF1
CACNG5 RASGRF2
CACNG5 RASGRP1
CACNG5 RASGRP2
CACNG5 RASGRP3
CACNG5 RASGRP4
CACNG6 RASGRF1
CACNG6 RASGRF2
CACNG6 RASGRP1
CACNG6 RASGRP2
CACNG6 RASGRP3
CACNG6 RASGRP4
CACNG7 RASGRF1
CACNG7 RASGRF2
CACNG7 RASGRP1
CACNG7 RASGRP2
CACNG7 RASGRP3
CACNG7 RASGRP4
CACNG8 RASGRF1
CACNG8 RASGRF2
CACNG8 RASGRP1
CACNG8 RASGRP2
CACNG8 RASGRP3
CACNG8 RASGRP4
CACYBP SKP1
CAD ASNS
CAD ASPA
CAD ASRGL1
CAD CPS1
CAD DHODH
CAD GFPT1
CAD GFPT2
CAD GLS
CAD GLS2
CAD GLUL
CAD GOT1
CAD GOT2
CAD IL4I1
CAD NAT8L
CALCA CALCR
CALCA CALCRL
CALCA RAMP1
CALCA RAMP2
CALCA RAMP3
CALCB CALCR
CALCB CALCRL
CALCB RAMP1
CALCB RAMP2
CALCB RAMP3
CALCOCO2 GABARAP
CALCOCO2 GABARAPL1
CALCOCO2 GABARAPL2
CALCOCO2 SEPTIN11
CALCOCO2 SEPTIN12
CALCOCO2 SEPTIN2
CALCOCO2 SEPTIN3
CALCOCO2 SEPTIN6
CALCOCO2 SEPTIN7
CALCOCO2 SEPTIN8
CALCOCO2 SEPTIN9
CALCOCO2 TBK1
CALCOCO2 UBB
CALCRL GNAS
CALM1 ADCY1
CALM1 ADCY2
CALM1 ADCY3
CALM1 ADCY4
CALM1 ADCY5
CALM1 ADCY6
CALM1 ADCY7
CALM1 ADCY8
CALM1 ADCY9
CALM1 CACNA1C
CALM1 CAMK1
CALM1 CAMK1D
CALM1 CAMK1G
CALM1 CAMK2A
CALM1 CAMK2B
CALM1 CAMK2D
CALM1 CAMK2G
CALM1 CAMK4
CALM1 CAMKK1
CALM1 CAMKK2
CALM1 CNGA1
CALM1 CNGA2
CALM1 CNGA4
CALM1 CNGB1
CALM1 HRAS
CALM1 ITPR1
CALM1 ITPR2
CALM1 ITPR3
CALM1 KRAS
CALM1 MYLK
CALM1 MYLK2
CALM1 MYLK3
CALM1 MYLK4
CALM1 NOS1
CALM1 NOS2
CALM1 NOS3
CALM1 NRAS
CALM1 PDE1A
CALM1 PDE1B
CALM1 PDE1C
CALM1 PPP3CA
CALM1 PPP3CB
CALM1 PPP3CC
CALM1 PPP3R1
CALM1 PPP3R2
CALM1 PYGB
CALM1 PYGL
CALM1 PYGM
CALM1 RASGRF1
CALM1 RASGRF2
CALM2 ADCY1
CALM2 ADCY2
CALM2 ADCY3
CALM2 ADCY4
CALM2 ADCY5
CALM2 ADCY6
CALM2 ADCY7
CALM2 ADCY8
CALM2 ADCY9
CALM2 CACNA1C
CALM2 CAMK1
CALM2 CAMK1D
CALM2 CAMK1G
CALM2 CAMK2A
CALM2 CAMK2B
CALM2 CAMK2D
CALM2 CAMK2G
CALM2 CAMK4
CALM2 CAMKK1
CALM2 CAMKK2
CALM2 CNGA1
CALM2 CNGA2
CALM2 CNGA4
CALM2 CNGB1
CALM2 HRAS
CALM2 ITPR1
CALM2 ITPR2
CALM2 ITPR3
CALM2 KRAS
CALM2 MYLK
CALM2 MYLK2
CALM2 MYLK3
CALM2 MYLK4
CALM2 NOS1
CALM2 NOS2
CALM2 NOS3
CALM2 NRAS
CALM2 PDE1A
CALM2 PDE1B
CALM2 PDE1C
CALM2 PPP3CA
CALM2 PPP3CB
CALM2 PPP3CC
CALM2 PPP3R1
CALM2 PPP3R2
CALM2 PYGB
CALM2 PYGL
CALM2 PYGM
CALM2 RASGRF1
CALM2 RASGRF2
CALM3 ADCY1
CALM3 ADCY2
CALM3 ADCY3
CALM3 ADCY4
CALM3 ADCY5
CALM3 ADCY6
CALM3 ADCY7
CALM3 ADCY8
CALM3 ADCY9
CALM3 CACNA1C
CALM3 CAMK1
CALM3 CAMK1D
CALM3 CAMK1G
CALM3 CAMK2A
CALM3 CAMK2B
CALM3 CAMK2D
CALM3 CAMK2G
CALM3 CAMK4
CALM3 CAMKK1
CALM3 CAMKK2
CALM3 CNGA1
CALM3 CNGA2
CALM3 CNGA4
CALM3 CNGB1
CALM3 HRAS
CALM3 ITPR1
CALM3 ITPR2
CALM3 ITPR3
CALM3 KRAS
CALM3 MYLK
CALM3 MYLK2
CALM3 MYLK3
CALM3 MYLK4
CALM3 NOS1
CALM3 NOS2
CALM3 NOS3
CALM3 NRAS
CALM3 PDE1A
CALM3 PDE1B
CALM3 PDE1C
CALM3 PPP3CA
CALM3 PPP3CB
CALM3 PPP3CC
CALM3 PPP3R1
CALM3 PPP3R2
CALM3 PYGB
CALM3 PYGL
CALM3 PYGM
CALM3 RASGRF1
CALM3 RASGRF2
CALML3 ADCY1
CALML3 ADCY2
CALML3 ADCY3
CALML3 ADCY4
CALML3 ADCY5
CALML3 ADCY6
CALML3 ADCY7
CALML3 ADCY8
CALML3 ADCY9
CALML3 CACNA1C
CALML3 CAMK1
CALML3 CAMK1D
CALML3 CAMK1G
CALML3 CAMK2A
CALML3 CAMK2B
CALML3 CAMK2D
CALML3 CAMK2G
CALML3 CAMK4
CALML3 CAMKK1
CALML3 CAMKK2
CALML3 CNGA1
CALML3 CNGA2
CALML3 CNGA4
CALML3 CNGB1
CALML3 HRAS
CALML3 ITPR1
CALML3 ITPR2
CALML3 ITPR3
CALML3 KRAS
CALML3 MYLK
CALML3 MYLK2
CALML3 MYLK3
CALML3 MYLK4
CALML3 NOS1
CALML3 NOS2
CALML3 NOS3
CALML3 NRAS
CALML3 PDE1A
CALML3 PDE1B
CALML3 PDE1C
CALML3 PPP3CA
CALML3 PPP3CB
CALML3 PPP3CC
CALML3 PPP3R1
CALML3 PPP3R2
CALML3 PYGB
CALML3 PYGL
CALML3 PYGM
CALML3 RASGRF1
CALML3 RASGRF2
CALML4 ADCY1
CALML4 ADCY2
CALML4 ADCY3
CALML4 ADCY4
CALML4 ADCY5
CALML4 ADCY6
CALML4 ADCY7
CALML4 ADCY8
CALML4 ADCY9
CALML4 CACNA1C
CALML4 CAMK1
CALML4 CAMK1D
CALML4 CAMK1G
CALML4 CAMK2A
CALML4 CAMK2B
CALML4 CAMK2D
CALML4 CAMK2G
CALML4 CAMK4
CALML4 CAMKK1
CALML4 CAMKK2
CALML4 CNGA1
CALML4 CNGA2
CALML4 CNGA4
CALML4 CNGB1
CALML4 HRAS
CALML4 ITPR1
CALML4 ITPR2
CALML4 ITPR3
CALML4 KRAS
CALML4 MYLK
CALML4 MYLK2
CALML4 MYLK3
CALML4 MYLK4
CALML4 NOS1
CALML4 NOS2
CALML4 NOS3
CALML4 NRAS
CALML4 PDE1A
CALML4 PDE1B
CALML4 PDE1C
CALML4 PPP3CA
CALML4 PPP3CB
CALML4 PPP3CC
CALML4 PPP3R1
CALML4 PPP3R2
CALML4 PYGB
CALML4 PYGL
CALML4 PYGM
CALML4 RASGRF1
CALML4 RASGRF2
CALML5 ADCY1
CALML5 ADCY2
CALML5 ADCY3
CALML5 ADCY4
CALML5 ADCY5
CALML5 ADCY6
CALML5 ADCY7
CALML5 ADCY8
CALML5 ADCY9
CALML5 CACNA1C
CALML5 CAMK1
CALML5 CAMK1D
CALML5 CAMK1G
CALML5 CAMK2A
CALML5 CAMK2B
CALML5 CAMK2D
CALML5 CAMK2G
CALML5 CAMK4
CALML5 CAMKK1
CALML5 CAMKK2
CALML5 CNGA1
CALML5 CNGA2
CALML5 CNGA4
CALML5 CNGB1
CALML5 HRAS
CALML5 ITPR1
CALML5 ITPR2
CALML5 ITPR3
CALML5 KRAS
CALML5 MYLK
CALML5 MYLK2
CALML5 MYLK3
CALML5 MYLK4
CALML5 NOS1
CALML5 NOS2
CALML5 NOS3
CALML5 NRAS
CALML5 PDE1A
CALML5 PDE1B
CALML5 PDE1C
CALML5 PPP3CA
CALML5 PPP3CB
CALML5 PPP3CC
CALML5 PPP3R1
CALML5 PPP3R2
CALML5 PYGB
CALML5 PYGL
CALML5 PYGM
CALML5 RASGRF1
CALML5 RASGRF2
CALML6 ADCY1
CALML6 ADCY2
CALML6 ADCY3
CALML6 ADCY4
CALML6 ADCY5
CALML6 ADCY6
CALML6 ADCY7
CALML6 ADCY8
CALML6 ADCY9
CALML6 CACNA1C
CALML6 CAMK1
CALML6 CAMK1D
CALML6 CAMK1G
CALML6 CAMK2A
CALML6 CAMK2B
CALML6 CAMK2D
CALML6 CAMK2G
CALML6 CAMK4
CALML6 CAMKK1
CALML6 CAMKK2
CALML6 CNGA1
CALML6 CNGA2
CALML6 CNGA4
CALML6 CNGB1
CALML6 HRAS
CALML6 ITPR1
CALML6 ITPR2
CALML6 ITPR3
CALML6 KRAS
CALML6 MYLK
CALML6 MYLK2
CALML6 MYLK3
CALML6 MYLK4
CALML6 NOS1
CALML6 NOS2
CALML6 NOS3
CALML6 NRAS
CALML6 PDE1A
CALML6 PDE1B
CALML6 PDE1C
CALML6 PPP3CA
CALML6 PPP3CB
CALML6 PPP3CC
CALML6 PPP3R1
CALML6 PPP3R2
CALML6 PYGB
CALML6 PYGL
CALML6 PYGM
CALML6 RASGRF1
CALML6 RASGRF2
CALR C1QA
CALR C1QB
CALR C1QC
CAMK1 CALM1
CAMK1 CALM2
CAMK1 CALM3
CAMK1 CALML3
CAMK1 CALML4
CAMK1 CALML5
CAMK1 CALML6
CAMK1 HRAS
CAMK1 KRAS
CAMK1 NOS3
CAMK1 NRAS
CAMK1D CALM1
CAMK1D CALM2
CAMK1D CALM3
CAMK1D CALML3
CAMK1D CALML4
CAMK1D CALML5
CAMK1D CALML6
CAMK1D HRAS
CAMK1D KRAS
CAMK1D NOS3
CAMK1D NRAS
CAMK1G CALM1
CAMK1G CALM2
CAMK1G CALM3
CAMK1G CALML3
CAMK1G CALML4
CAMK1G CALML5
CAMK1G CALML6
CAMK1G HRAS
CAMK1G KRAS
CAMK1G NOS3
CAMK1G NRAS
CAMK2A ADCY1
CAMK2A ADCY2
CAMK2A ADCY3
CAMK2A ADCY4
CAMK2A ADCY5
CAMK2A ADCY6
CAMK2A ADCY7
CAMK2A ADCY8
CAMK2A ADCY9
CAMK2A ATF2
CAMK2A ATF4
CAMK2A ATF6B
CAMK2A CACNA1C
CAMK2A CACNA1D
CAMK2A CACNA1F
CAMK2A CACNA1S
CAMK2A CACNA2D1
CAMK2A CACNA2D2
CAMK2A CACNA2D3
CAMK2A CACNA2D4
CAMK2A CACNB1
CAMK2A CACNB2
CAMK2A CACNB3
CAMK2A CACNB4
CAMK2A CACNG1
CAMK2A CACNG2
CAMK2A CACNG3
CAMK2A CACNG4
CAMK2A CACNG5
CAMK2A CACNG6
CAMK2A CACNG7
CAMK2A CACNG8
CAMK2A CALM1
CAMK2A CALM2
CAMK2A CALM3
CAMK2A CALML3
CAMK2A CALML4
CAMK2A CALML5
CAMK2A CALML6
CAMK2A CDC25C
CAMK2A CREB1
CAMK2A CREB3
CAMK2A CREB3L1
CAMK2A CREB3L2
CAMK2A CREB3L3
CAMK2A CREB3L4
CAMK2A CREB5
CAMK2A CREBBP
CAMK2A EP300
CAMK2A FBXO43
CAMK2A FLNA
CAMK2A FLNB
CAMK2A FLNC
CAMK2A FOXO1
CAMK2A GRIA1
CAMK2A GRIA2
CAMK2A GRM1
CAMK2A GRM5
CAMK2A HRAS
CAMK2A KRAS
CAMK2A MAPK1
CAMK2A MAPK3
CAMK2A NOS1
CAMK2A NOS3
CAMK2A NRAS
CAMK2A PDE10A
CAMK2A PDE3A
CAMK2A PDE3B
CAMK2A PDE4A
CAMK2A PDE4B
CAMK2A PDE4C
CAMK2A PDE4D
CAMK2A PIK3C3
CAMK2A RAP1A
CAMK2A RAP1B
CAMK2A RYR2
CAMK2A SCN1B
CAMK2A SCN4B
CAMK2A SCN5A
CAMK2A SCN7A
CAMK2A SLC6A3
CAMK2A STAT1
CAMK2A TRPV1
CAMK2B ADCY1
CAMK2B ADCY2
CAMK2B ADCY3
CAMK2B ADCY4
CAMK2B ADCY5
CAMK2B ADCY6
CAMK2B ADCY7
CAMK2B ADCY8
CAMK2B ADCY9
CAMK2B ATF2
CAMK2B ATF4
CAMK2B ATF6B
CAMK2B CACNA1C
CAMK2B CACNA1D
CAMK2B CACNA1F
CAMK2B CACNA1S
CAMK2B CACNA2D1
CAMK2B CACNA2D2
CAMK2B CACNA2D3
CAMK2B CACNA2D4
CAMK2B CACNB1
CAMK2B CACNB2
CAMK2B CACNB3
CAMK2B CACNB4
CAMK2B CACNG1
CAMK2B CACNG2
CAMK2B CACNG3
CAMK2B CACNG4
CAMK2B CACNG5
CAMK2B CACNG6
CAMK2B CACNG7
CAMK2B CACNG8
CAMK2B CALM1
CAMK2B CALM2
CAMK2B CALM3
CAMK2B CALML3
CAMK2B CALML4
CAMK2B CALML5
CAMK2B CALML6
CAMK2B CDC25C
CAMK2B CREB1
CAMK2B CREB3
CAMK2B CREB3L1
CAMK2B CREB3L2
CAMK2B CREB3L3
CAMK2B CREB3L4
CAMK2B CREB5
CAMK2B CREBBP
CAMK2B EP300
CAMK2B FBXO43
CAMK2B FLNA
CAMK2B FLNB
CAMK2B FLNC
CAMK2B FOXO1
CAMK2B GRIA1
CAMK2B GRIA2
CAMK2B GRM1
CAMK2B GRM5
CAMK2B HRAS
CAMK2B KRAS
CAMK2B MAPK1
CAMK2B MAPK3
CAMK2B NOS1
CAMK2B NOS3
CAMK2B NRAS
CAMK2B PDE10A
CAMK2B PDE3A
CAMK2B PDE3B
CAMK2B PDE4A
CAMK2B PDE4B
CAMK2B PDE4C
CAMK2B PDE4D
CAMK2B PIK3C3
CAMK2B RAP1A
CAMK2B RAP1B
CAMK2B RYR2
CAMK2B SCN1B
CAMK2B SCN4B
CAMK2B SCN5A
CAMK2B SCN7A
CAMK2B SLC6A3
CAMK2B STAT1
CAMK2B TRPV1
CAMK2D ADCY1
CAMK2D ADCY2
CAMK2D ADCY3
CAMK2D ADCY4
CAMK2D ADCY5
CAMK2D ADCY6
CAMK2D ADCY7
CAMK2D ADCY8
CAMK2D ADCY9
CAMK2D ATF2
CAMK2D ATF4
CAMK2D ATF6B
CAMK2D CACNA1C
CAMK2D CACNA1D
CAMK2D CACNA1F
CAMK2D CACNA1S
CAMK2D CACNA2D1
CAMK2D CACNA2D2
CAMK2D CACNA2D3
CAMK2D CACNA2D4
CAMK2D CACNB1
CAMK2D CACNB2
CAMK2D CACNB3
CAMK2D CACNB4
CAMK2D CACNG1
CAMK2D CACNG2
CAMK2D CACNG3
CAMK2D CACNG4
CAMK2D CACNG5
CAMK2D CACNG6
CAMK2D CACNG7
CAMK2D CACNG8
CAMK2D CALM1
CAMK2D CALM2
CAMK2D CALM3
CAMK2D CALML3
CAMK2D CALML4
CAMK2D CALML5
CAMK2D CALML6
CAMK2D CDC25C
CAMK2D CREB1
CAMK2D CREB3
CAMK2D CREB3L1
CAMK2D CREB3L2
CAMK2D CREB3L3
CAMK2D CREB3L4
CAMK2D CREB5
CAMK2D CREBBP
CAMK2D EP300
CAMK2D FBXO43
CAMK2D FLNA
CAMK2D FLNB
CAMK2D FLNC
CAMK2D FOXO1
CAMK2D GRIA1
CAMK2D GRIA2
CAMK2D GRM1
CAMK2D GRM5
CAMK2D HRAS
CAMK2D KRAS
CAMK2D MAPK1
CAMK2D MAPK3
CAMK2D NOS1
CAMK2D NOS3
CAMK2D NRAS
CAMK2D PDE10A
CAMK2D PDE3A
CAMK2D PDE3B
CAMK2D PDE4A
CAMK2D PDE4B
CAMK2D PDE4C
CAMK2D PDE4D
CAMK2D PIK3C3
CAMK2D RAP1A
CAMK2D RAP1B
CAMK2D RYR2
CAMK2D SCN1B
CAMK2D SCN4B
CAMK2D SCN5A
CAMK2D SCN7A
CAMK2D SLC6A3
CAMK2D STAT1
CAMK2D TRPV1
CAMK2G ADCY1
CAMK2G ADCY2
CAMK2G ADCY3
CAMK2G ADCY4
CAMK2G ADCY5
CAMK2G ADCY6
CAMK2G ADCY7
CAMK2G ADCY8
CAMK2G ADCY9
CAMK2G ATF2
CAMK2G ATF4
CAMK2G ATF6B
CAMK2G CACNA1C
CAMK2G CACNA1D
CAMK2G CACNA1F
CAMK2G CACNA1S
CAMK2G CACNA2D1
CAMK2G CACNA2D2
CAMK2G CACNA2D3
CAMK2G CACNA2D4
CAMK2G CACNB1
CAMK2G CACNB2
CAMK2G CACNB3
CAMK2G CACNB4
CAMK2G CACNG1
CAMK2G CACNG2
CAMK2G CACNG3
CAMK2G CACNG4
CAMK2G CACNG5
CAMK2G CACNG6
CAMK2G CACNG7
CAMK2G CACNG8
CAMK2G CALM1
CAMK2G CALM2
CAMK2G CALM3
CAMK2G CALML3
CAMK2G CALML4
CAMK2G CALML5
CAMK2G CALML6
CAMK2G CDC25C
CAMK2G CREB1
CAMK2G CREB3
CAMK2G CREB3L1
CAMK2G CREB3L2
CAMK2G CREB3L3
CAMK2G CREB3L4
CAMK2G CREB5
CAMK2G CREBBP
CAMK2G EP300
CAMK2G FBXO43
CAMK2G FLNA
CAMK2G FLNB
CAMK2G FLNC
CAMK2G FOXO1
CAMK2G GRIA1
CAMK2G GRIA2
CAMK2G GRM1
CAMK2G GRM5
CAMK2G HRAS
CAMK2G KRAS
CAMK2G MAPK1
CAMK2G MAPK3
CAMK2G NOS1
CAMK2G NOS3
CAMK2G NRAS
CAMK2G PDE10A
CAMK2G PDE3A
CAMK2G PDE3B
CAMK2G PDE4A
CAMK2G PDE4B
CAMK2G PDE4C
CAMK2G PDE4D
CAMK2G PIK3C3
CAMK2G RAP1A
CAMK2G RAP1B
CAMK2G RYR2
CAMK2G SCN1B
CAMK2G SCN4B
CAMK2G SCN5A
CAMK2G SCN7A
CAMK2G SLC6A3
CAMK2G STAT1
CAMK2G TRPV1
CAMK4 ADCY1
CAMK4 ADCY2
CAMK4 ADCY3
CAMK4 ADCY4
CAMK4 ADCY5
CAMK4 ADCY6
CAMK4 ADCY7
CAMK4 ADCY8
CAMK4 ADCY9
CAMK4 ATF2
CAMK4 ATF4
CAMK4 ATF6B
CAMK4 CALM1
CAMK4 CALM2
CAMK4 CALM3
CAMK4 CALML3
CAMK4 CALML4
CAMK4 CALML5
CAMK4 CALML6
CAMK4 CREB1
CAMK4 CREB3
CAMK4 CREB3L1
CAMK4 CREB3L2
CAMK4 CREB3L3
CAMK4 CREB3L4
CAMK4 CREB5
CAMK4 CREBBP
CAMK4 EP300
CAMK4 HDAC4
CAMK4 HDAC5
CAMK4 HRAS
CAMK4 KRAS
CAMK4 MAPK1
CAMK4 MAPK3
CAMK4 NOS3
CAMK4 NRAS
CAMK4 PDE10A
CAMK4 PDE3A
CAMK4 PDE3B
CAMK4 PDE4A
CAMK4 PDE4B
CAMK4 PDE4C
CAMK4 PDE4D
CAMK4 PPARGC1A
CAMKK1 CAMK4
CAMKK2 CAMK4
CAMKK2 PRKAA1
CAMKK2 PRKAA2
CAMKK2 PRKAB1
CAMKK2 PRKAB2
CAMKK2 PRKAG1
CAMKK2 PRKAG2
CAMKK2 PRKAG3
CAMKMT ASH1L
CAMKMT DOT1L
CAMKMT EHMT1
CAMKMT EHMT2
CAMKMT EZH1
CAMKMT EZH2
CAMKMT KMT2A
CAMKMT KMT2B
CAMKMT KMT2C
CAMKMT KMT2D
CAMKMT KMT2E
CAMKMT KMT5A
CAMKMT KMT5B
CAMKMT KMT5C
CAMKMT NSD1
CAMKMT NSD2
CAMKMT NSD3
CAMKMT PLOD1
CAMKMT PLOD2
CAMKMT PLOD3
CAMKMT PRDM2
CAMKMT PRDM6
CAMKMT PRDM7
CAMKMT PRDM9
CAMKMT SETD1A
CAMKMT SETD1B
CAMKMT SETD2
CAMKMT SETD7
CAMKMT SETDB1
CAMKMT SETDB2
CAMKMT SETMAR
CAMKMT SMYD1
CAMKMT SMYD2
CAMKMT SMYD3
CAMKMT SUV39H1
CAMKMT SUV39H2
CANT1 AK9
CANT1 APRT
CANT1 ENPP1
CANT1 ENPP3
CANT1 ENTPD1
CANT1 ENTPD3
CANT1 ENTPD8
CANT1 HPRT1
CANT1 IMPDH1
CANT1 IMPDH2
CANT1 NME1
CANT1 NME1-NME2
CANT1 NME2
CANT1 NME3
CANT1 NME4
CANT1 NME6
CANT1 NME7
CANT1 NT5C
CANT1 NT5C1A
CANT1 NT5C1B
CANT1 NT5C1B-RDH14
CANT1 NT5C2
CANT1 NT5C3A
CANT1 NT5C3B
CANT1 NT5E
CANT1 NT5M
CANT1 PKLR
CANT1 PKM
CANT1 RRM1
CANT1 RRM2
CANT1 RRM2B
CANT1 UCK1
CANT1 UCK2
CANT1 UCKL1
CANT1 UMPS
CANT1 UPRT
CAPN1 BID
CAPN1 CASP12
CAPN1 CDK5R1
CAPN1 IL1A
CAPN2 BID
CAPN2 CASP12
CAPN2 CDK5R1
CAPN2 IL1A
CAPN2 TLN1
CAPN2 TLN2
CARD16 CASP1
CARD17 CASP1
CARD18 CASP1
CARD6 RIPK2
CARD9 BCL10
CARD9 IRF3
CARD9 RIPK2
CARM1 FOS
CARM1 JUN
CARM1 SP1
CARM1 SRC
CARNMT1 CARNS1
CARNMT1 CNDP1
CARNMT1 CNDP2
CARNS1 ALDH1B1
CARNS1 ALDH2
CARNS1 ALDH3A2
CARNS1 ALDH7A1
CARNS1 ALDH9A1
CARNS1 CNDP1
CARNS1 CNDP2
CARNS1 GAD1
CARNS1 GAD2
CARNS1 GADL1
CARNS1 GATM
CARNS1 HDC
CARNS1 UPB1
CASP1 CASP7
CASP1 GSDMD
CASP1 IL18
CASP1 IL1B
CASP1 IL33
CASP10 BID
CASP10 CASP3
CASP10 CASP7
CASP12 CASP1
CASP12 CASP3
CASP12 CASP7
CASP3 ACTB
CASP3 ACTG1
CASP3 DCC
CASP3 DFFA
CASP3 MAP3K1
CASP3 PAK1
CASP3 PAK2
CASP3 PARP1
CASP3 PARP2
CASP3 PARP3
CASP3 PARP4
CASP3 SPTA1
CASP3 SPTAN1
CASP3 STK3
CASP3 STK4
CASP4 CASP1
CASP4 GSDMD
CASP4 IL18
CASP4 IL1B
CASP5 GSDMD
CASP6 ACTB
CASP6 ACTG1
CASP6 LMNA
CASP6 LMNB1
CASP6 LMNB2
CASP7 ACTB
CASP7 ACTG1
CASP7 PARP1
CASP7 PARP2
CASP7 PARP3
CASP7 PARP4
CASP8 ATM
CASP8 BID
CASP8 CASP1
CASP8 CASP10
CASP8 CASP3
CASP8 CASP6
CASP8 CASP7
CASP8 CYLD
CASP8 FADD
CASP8 NFKBIA
CASP8 PYCARD
CASP8 RIPK1
CASP8 RIPK3
CASP8 TP53
CASP9 CASP3
CASP9 CASP6
CASP9 CASP7
CASP9 PARP1
CASP9 PARP2
CASP9 PARP3
CASP9 PARP4
CASR GNA11
CASR GNAI1
CASR GNAI2
CASR GNAI3
CASR GNAQ
CASR PLCB1
CASR PLCB2
CASR PLCB3
CASR PLCB4
CAST CAPNS1
CASTOR1 CASTOR2
CASTOR1 MIOS
CASTOR1 SEC13
CASTOR1 SEH1L
CASTOR1 WDR24
CASTOR1 WDR59
CAT HAO1
CAT HAO2
CAV1 FYN
CAV2 FYN
CAV3 FYN
CBL CTNNB1
CBL EGFR
CBL FGFR2
CBL FGFR3
CBL FGFR4
CBL HIF1A
CBL IGF1R
CBL MET
CBL MYC
CBL PDGFRA
CBL THBS1
CBL TIMP3
CBLB CLEC6A
CBLB CLEC7A
CBLB EGFR
CBLB FGFR2
CBLB FGFR3
CBLB FGFR4
CBLB FYN
CBLB IGF1R
CBLB LCK
CBLB PDGFRA
CBLB PIK3CA
CBLB PIK3CB
CBLB PIK3CD
CBLB PIK3R1
CBLB PIK3R2
CBLB PIK3R3
CBLB SYK
CBLB ZAP70
CBLC EGFR
CBLC FGFR2
CBLC FGFR3
CBLC FGFR4
CBLC IGF1R
CBLC PDGFRA
CBR1 CYP1A1
CBR1 CYP2A13
CBR1 CYP2A6
CBR1 PRXL2B
CBR1 SPR
CBR1 UGT1A1
CBR1 UGT1A10
CBR1 UGT1A3
CBR1 UGT1A4
CBR1 UGT1A5
CBR1 UGT1A6
CBR1 UGT1A7
CBR1 UGT1A8
CBR1 UGT1A9
CBR1 UGT2A1
CBR1 UGT2A2
CBR1 UGT2A3
CBR1 UGT2B10
CBR1 UGT2B11
CBR1 UGT2B15
CBR1 UGT2B17
CBR1 UGT2B28
CBR1 UGT2B4
CBR1 UGT2B7
CBR3 CYP1A1
CBR3 CYP2A13
CBR3 CYP2A6
CBR3 PRXL2B
CBR3 UGT1A1
CBR3 UGT1A10
CBR3 UGT1A3
CBR3 UGT1A4
CBR3 UGT1A5
CBR3 UGT1A6
CBR3 UGT1A7
CBR3 UGT1A8
CBR3 UGT1A9
CBR3 UGT2A1
CBR3 UGT2A2
CBR3 UGT2A3
CBR3 UGT2B10
CBR3 UGT2B11
CBR3 UGT2B15
CBR3 UGT2B17
CBR3 UGT2B28
CBR3 UGT2B4
CBR3 UGT2B7
CBR4 HTD2
CBS AGXT
CBS CTH
CBS PSPH
CBS SDS
CBS SDSL
CBS SHMT1
CBS SHMT2
CBS SRR
CBSL AGXT
CBSL CTH
CBSL PSPH
CBSL SDS
CBSL SDSL
CBSL SHMT1
CBSL SHMT2
CBSL SRR
CBX3 CXCL8
CCDC6 HRAS
CCDC6 KRAS
CCDC6 NRAS
CCK CCKAR
CCK CCKBR
CCKAR BST1
CCKAR CD38
CCKAR GNA11
CCKAR GNA14
CCKAR GNA15
CCKAR GNAQ
CCKBR GNA11
CCKBR GNA14
CCKBR GNA15
CCKBR GNAQ
CCL1 ACKR4
CCL1 CCR1
CCL1 CCR10
CCL1 CCR2
